"","row","col","edge","index","group","group_label","valence","arousal","type"
"1132","GLOOMY","WANT",0.267857142857143,1,"emotion","Emotion",0.56221198156682,0.539719626168224,"within"
"1133","GRIEF","WANT",0.389406028368794,1,"emotion","Emotion",0.436251920122888,0.920560747663551,"within"
"1134","HAPPY","WANT",0.442154255319149,1,"emotion","Emotion",0.620583717357911,0.822429906542056,"within"
"1135","HATE","WANT",0.447916666666667,1,"emotion","Emotion",0.379416282642089,0.773364485981308,"within"
"1136","HOPE","WANT",0.614583333333333,1,"emotion","Emotion",0.772657450076805,1,"within"
"1137","JOY","WANT",0.433460884353742,1,"emotion","Emotion",0.660522273425499,0.939252336448598,"within"
"1138","LOVE","WANT",0.59375,1,"emotion","Emotion",0.692780337941628,0.983644859813084,"within"
"1139","PITY","WANT",0.412627551020408,1,"emotion","Emotion",0.566820276497696,0.714953271028038,"within"
"1140","PROUD","WANT",0.443877551020408,1,"emotion","Emotion",0.846390168970814,0.939252336448598,"within"
"1141","REGRET","WANT",0.546542553191489,1,"emotion","Emotion",0.602150537634409,0.908878504672897,"within"
"1142","SAD","WANT",0.316576086956522,1,"emotion","Emotion",0.400921658986175,0.579439252336449,"within"
"1143","SHAME","WANT",0.35793439716312,1,"emotion","Emotion",0.480798771121352,0.974299065420561,"within"
"1144","SURPRISED","WANT",0.525297619047619,1,"emotion","Emotion",0.912442396313364,0.845794392523364,"within"
"1145","WORRY","WANT",0.504875886524823,1,"emotion","Emotion",0.400921658986175,0.757009345794392,"within"
"1146","MERRY","WANT",0.33717834960071,1,"emotion","Emotion",0.815668202764977,0.83177570093458,"within"
"1147","DESIRE","WANT",0.845238095238095,1,"emotion","Emotion",0.838709677419355,0.787383177570093,"within"
"1148","GOOD","WANT",0.391369047619048,1,"emotion","Emotion",0.709677419354839,0.619158878504673,"within"
"1149","LIKE","WANT",0.773809523809524,1,"emotion","Emotion",0.778801843317972,0.792056074766355,"within"
"1150","BAD","WANT",0.244897959183673,1,"emotion","Emotion",0.576036866359447,0.899532710280374,"within"
"1177","ANGER","TASTY",0.114415979157621,4,"emotion_taste","Taste-Emotion",0.325652841781874,0.848130841121496,"between"
"1178","ANXIETY","TASTY",0.175170068027211,4,"emotion_taste","Taste-Emotion",0.307219662058372,0.883177570093458,"between"
"1179","ENVY","TASTY",0.193877551020408,4,"emotion_taste","Taste-Emotion",0.410138248847926,0.782710280373832,"between"
"1180","FEAR (FRIGHT)","TASTY",0.0833333333333335,4,"emotion_taste","Taste-Emotion",0.391705069124424,0.799065420560748,"between"
"1181","GLOOMY","TASTY",0.144557823129252,4,"emotion_taste","Taste-Emotion",0.425499231950845,0.542056074766355,"between"
"1182","GRIEF","TASTY",0.0839982269503547,4,"emotion_taste","Taste-Emotion",0.299539170506913,0.922897196261682,"between"
"1183","HAPPY","TASTY",0.387755102040816,4,"emotion_taste","Taste-Emotion",0.757296466973886,0.820093457943925,"between"
"1184","HATE","TASTY",0.141929499072356,4,"emotion_taste","Taste-Emotion",0.242703533026114,0.771028037383178,"between"
"1185","HOPE","TASTY",0.185586734693877,4,"emotion_taste","Taste-Emotion",0.90937019969278,0.997663551401869,"between"
"1186","JOY","TASTY",0.348404255319149,4,"emotion_taste","Taste-Emotion",0.797235023041474,0.936915887850467,"between"
"1187","LOVE","TASTY",0.196003401360544,4,"emotion_taste","Taste-Emotion",0.829493087557604,0.981308411214953,"between"
"1188","PITY","TASTY",0.201197870452529,4,"emotion_taste","Taste-Emotion",0.43010752688172,0.717289719626168,"between"
"1189","PROUD","TASTY",0.236819727891157,4,"emotion_taste","Taste-Emotion",0.98310291858679,0.936915887850467,"between"
"1190","REGRET","TASTY",0.13718820861678,4,"emotion_taste","Taste-Emotion",0.465437788018433,0.911214953271028,"between"
"1191","SAD","TASTY",0.103528911564626,4,"emotion_taste","Taste-Emotion",0.2642089093702,0.581775700934579,"between"
"1192","SHAME","TASTY",0.0824829931972789,4,"emotion_taste","Taste-Emotion",0.344086021505376,0.97196261682243,"between"
"1193","SURPRISED","TASTY",0.21875,4,"emotion_taste","Taste-Emotion",0.950844854070661,0.843457943925234,"between"
"1194","WORRY","TASTY",0.185799319727891,4,"emotion_taste","Taste-Emotion",0.2642089093702,0.754672897196262,"between"
"1195","MERRY","TASTY",0.357142857142857,4,"emotion_taste","Taste-Emotion",0.952380952380952,0.83411214953271,"between"
"1196","DESIRE","TASTY",0.336734693877551,4,"emotion_taste","Taste-Emotion",0.97542242703533,0.785046728971963,"between"
"1197","GOOD","TASTY",0.649659863945579,4,"emotion_taste","Taste-Emotion",0.846390168970814,0.621495327102804,"between"
"1198","LIKE","TASTY",0.470039079461572,4,"emotion_taste","Taste-Emotion",0.915514592933948,0.794392523364486,"between"
"1199","BAD","TASTY",0.326530612244898,4,"emotion_taste","Taste-Emotion",0.439324116743472,0.901869158878505,"between"
"1200","WANT","TASTY",0.368794326241135,4,"emotion_taste","Taste-Emotion",0.863287250384025,0.997663551401869,"between"
"1226","ANGER","TASTE (SOMETHING)",0.177811550151976,4,"emotion_taste","Taste-Emotion",0.365591397849462,0.679906542056075,"between"
"1227","ANXIETY","TASTE (SOMETHING)",0.126329787234043,4,"emotion_taste","Taste-Emotion",0.34715821812596,0.948598130841121,"between"
"1228","ENVY","TASTE (SOMETHING)",0.116847826086956,4,"emotion_taste","Taste-Emotion",0.450076804915515,0.950934579439252,"between"
"1229","FEAR (FRIGHT)","TASTE (SOMETHING)",0.146330872774642,4,"emotion_taste","Taste-Emotion",0.431643625192012,0.630841121495327,"between"
"1230","GLOOMY","TASTE (SOMETHING)",0.0838037342596611,4,"emotion_taste","Taste-Emotion",0.465437788018433,0.710280373831776,"between"
"1231","GRIEF","TASTE (SOMETHING)",0.123937074829932,4,"emotion_taste","Taste-Emotion",0.339477726574501,0.908878504672897,"between"
"1232","HAPPY","TASTE (SOMETHING)",0.274379432624114,4,"emotion_taste","Taste-Emotion",0.717357910906298,0.651869158878505,"between"
"1233","HATE","TASTE (SOMETHING)",0.171428571428571,4,"emotion_taste","Taste-Emotion",0.282642089093702,0.602803738317757,"between"
"1234","HOPE","TASTE (SOMETHING)",0.185586734693877,4,"emotion_taste","Taste-Emotion",0.869431643625192,0.829439252336449,"between"
"1235","JOY","TASTE (SOMETHING)",0.211401952085182,4,"emotion_taste","Taste-Emotion",0.757296466973886,0.768691588785047,"between"
"1236","LOVE","TASTE (SOMETHING)",0.219062092922275,4,"emotion_taste","Taste-Emotion",0.789554531490015,0.813084112149533,"between"
"1237","PITY","TASTE (SOMETHING)",0.135416666666667,4,"emotion_taste","Taste-Emotion",0.470046082949309,0.885514018691589,"between"
"1238","PROUD","TASTE (SOMETHING)",0.0933248299319726,4,"emotion_taste","Taste-Emotion",0.943164362519201,0.768691588785047,"between"
"1239","REGRET","TASTE (SOMETHING)",0.113095238095238,4,"emotion_taste","Taste-Emotion",0.505376344086022,0.920560747663551,"between"
"1240","SAD","TASTE (SOMETHING)",0.113307823129252,4,"emotion_taste","Taste-Emotion",0.304147465437788,0.75,"between"
"1241","SHAME","TASTE (SOMETHING)",0.156534954407295,4,"emotion_taste","Taste-Emotion",0.384024577572965,0.803738317757009,"between"
"1242","SURPRISED","TASTE (SOMETHING)",0.128246753246753,4,"emotion_taste","Taste-Emotion",0.990783410138249,0.675233644859813,"between"
"1243","WORRY","TASTE (SOMETHING)",0.134141156462585,4,"emotion_taste","Taste-Emotion",0.304147465437788,0.586448598130841,"between"
"1244","MERRY","TASTE (SOMETHING)",0.185374149659864,4,"emotion_taste","Taste-Emotion",0.912442396313364,0.997663551401869,"between"
"1245","DESIRE","TASTE (SOMETHING)",0.344550586191923,4,"emotion_taste","Taste-Emotion",0.935483870967742,0.616822429906542,"between"
"1246","GOOD","TASTE (SOMETHING)",0.406610470275066,4,"emotion_taste","Taste-Emotion",0.806451612903226,0.789719626168224,"between"
"1247","LIKE","TASTE (SOMETHING)",0.378767730496454,4,"emotion_taste","Taste-Emotion",0.875576036866359,0.962616822429907,"between"
"1248","BAD","TASTE (SOMETHING)",0.257865646258504,4,"emotion_taste","Taste-Emotion",0.47926267281106,0.929906542056075,"between"
"1249","WANT","TASTE (SOMETHING)",0.295656028368794,4,"emotion_taste","Taste-Emotion",0.903225806451613,0.829439252336449,"between"
"1250","TASTY","TASTE (SOMETHING)",0.938137755102041,2,"taste","Taste",0.960061443932412,0.831775700934579,"within"
"1275","ANGER","SWEET",0.176943117672601,4,"emotion_taste","Taste-Emotion",0.190476190476191,0.581775700934579,"between"
"1276","ANXIETY","SWEET",0.144557823129252,4,"emotion_taste","Taste-Emotion",0.172043010752688,0.850467289719626,"between"
"1277","ENVY","SWEET",0.200132978723404,4,"emotion_taste","Taste-Emotion",0.274961597542243,0.950934579439252,"between"
"1278","FEAR (FRIGHT)","SWEET",0.0846920289855074,4,"emotion_taste","Taste-Emotion",0.256528417818741,0.532710280373832,"between"
"1279","GLOOMY","SWEET",0.16866134751773,4,"emotion_taste","Taste-Emotion",0.290322580645161,0.808411214953271,"between"
"1280","GRIEF","SWEET",0.126551418439717,4,"emotion_taste","Taste-Emotion",0.164362519201229,0.810747663551402,"between"
"1281","HAPPY","SWEET",0.454506802721088,4,"emotion_taste","Taste-Emotion",0.89247311827957,0.553738317757009,"between"
"1282","HATE","SWEET",0.207386363636363,4,"emotion_taste","Taste-Emotion",0.10752688172043,0.504672897196262,"between"
"1283","HOPE","SWEET",0.285714285714286,4,"emotion_taste","Taste-Emotion",0.955453149001536,0.731308411214953,"between"
"1284","JOY","SWEET",0.428571428571429,4,"emotion_taste","Taste-Emotion",0.932411674347158,0.670560747663551,"between"
"1285","LOVE","SWEET",0.504464285714285,4,"emotion_taste","Taste-Emotion",0.964669738863287,0.714953271028037,"between"
"1286","PITY","SWEET",0.105939716312057,4,"emotion_taste","Taste-Emotion",0.294930875576037,0.983644859813084,"between"
"1287","PROUD","SWEET",0.302431610942249,4,"emotion_taste","Taste-Emotion",0.881720430107527,0.670560747663551,"between"
"1288","REGRET","SWEET",0.10643115942029,4,"emotion_taste","Taste-Emotion",0.33026113671275,0.822429906542056,"between"
"1289","SAD","SWEET",0.198219713417282,4,"emotion_taste","Taste-Emotion",0.129032258064516,0.848130841121496,"between"
"1290","SHAME","SWEET",0.185586734693877,4,"emotion_taste","Taste-Emotion",0.208909370199693,0.705607476635514,"between"
"1291","SURPRISED","SWEET",0.198535936113576,4,"emotion_taste","Taste-Emotion",0.815668202764977,0.577102803738318,"between"
"1292","WORRY","SWEET",0.179347826086956,4,"emotion_taste","Taste-Emotion",0.129032258064516,0.488317757009346,"between"
"1293","MERRY","SWEET",0.521059487624837,4,"emotion_taste","Taste-Emotion",0.912442396313364,0.899532710280374,"between"
"1294","DESIRE","SWEET",0.354320451584889,4,"emotion_taste","Taste-Emotion",0.889400921658986,0.518691588785047,"between"
"1295","GOOD","SWEET",0.605297438124186,4,"emotion_taste","Taste-Emotion",0.981566820276498,0.88785046728972,"between"
"1296","LIKE","SWEET",0.413052721088435,4,"emotion_taste","Taste-Emotion",0.949308755760369,0.939252336448598,"between"
"1297","BAD","SWEET",0.19991134751773,4,"emotion_taste","Taste-Emotion",0.304147465437788,0.831775700934579,"between"
"1298","WANT","SWEET",0.266415261756876,4,"emotion_taste","Taste-Emotion",0.728110599078341,0.731308411214953,"between"
"1299","TASTY","SWEET",0.850090579710145,2,"taste","Taste",0.864823348694316,0.733644859813084,"within"
"1300","TASTE (SOMETHING)","SWEET",0.831338652482269,2,"taste","Taste",0.824884792626728,0.901869158878505,"within"
"1324","ANGER","SALT",0.115718627876683,4,"emotion_taste","Taste-Emotion",0.45468509984639,0.672897196261682,"between"
"1325","ANXIETY","SALT",0.0720663265306122,4,"emotion_taste","Taste-Emotion",0.436251920122888,0.941588785046729,"between"
"1326","ENVY","SALT",0.103528911564626,4,"emotion_taste","Taste-Emotion",0.539170506912442,0.957943925233645,"between"
"1327","FEAR (FRIGHT)","SALT",0.0861678004535146,4,"emotion_taste","Taste-Emotion",0.52073732718894,0.623831775700935,"between"
"1328","GLOOMY","SALT",0.0416666666666667,4,"emotion_taste","Taste-Emotion",0.554531490015361,0.717289719626168,"between"
"1329","GRIEF","SALT",0.148049645390071,4,"emotion_taste","Taste-Emotion",0.428571428571429,0.901869158878505,"between"
"1330","HAPPY","SALT",0.124362244897959,4,"emotion_taste","Taste-Emotion",0.62826420890937,0.644859813084112,"between"
"1331","HATE","SALT",0.13265306122449,4,"emotion_taste","Taste-Emotion",0.37173579109063,0.595794392523365,"between"
"1332","HOPE","SALT",0.0638586956521739,4,"emotion_taste","Taste-Emotion",0.780337941628264,0.822429906542056,"between"
"1333","JOY","SALT",0.0512329931972789,4,"emotion_taste","Taste-Emotion",0.668202764976958,0.761682242990654,"between"
"1334","LOVE","SALT",0.105274822695036,4,"emotion_taste","Taste-Emotion",0.700460829493088,0.80607476635514,"between"
"1335","PITY","SALT",0.204081632653062,4,"emotion_taste","Taste-Emotion",0.559139784946237,0.892523364485981,"between"
"1336","PROUD","SALT",0.0829636202307011,4,"emotion_taste","Taste-Emotion",0.854070660522273,0.761682242990654,"between"
"1337","REGRET","SALT",0.11756876663709,4,"emotion_taste","Taste-Emotion",0.59447004608295,0.913551401869159,"between"
"1338","SAD","SALT",0.144982993197279,4,"emotion_taste","Taste-Emotion",0.393241167434716,0.757009345794392,"between"
"1339","SHAME","SALT",0.163497217068646,4,"emotion_taste","Taste-Emotion",0.473118279569893,0.796728971962617,"between"
"1340","SURPRISED","SALT",0.137311446317657,4,"emotion_taste","Taste-Emotion",0.920122887864823,0.668224299065421,"between"
"1341","WORRY","SALT",0.0816326530612246,4,"emotion_taste","Taste-Emotion",0.393241167434716,0.579439252336449,"between"
"1342","MERRY","SALT",0.0849600709849156,4,"emotion_taste","Taste-Emotion",0.823348694316436,0.990654205607477,"between"
"1343","DESIRE","SALT",0.0964749536178109,4,"emotion_taste","Taste-Emotion",0.846390168970814,0.60981308411215,"between"
"1344","GOOD","SALT",0.216624149659864,4,"emotion_taste","Taste-Emotion",0.717357910906298,0.796728971962617,"between"
"1345","LIKE","SALT",0.154549319727891,4,"emotion_taste","Taste-Emotion",0.786482334869432,0.969626168224299,"between"
"1346","BAD","SALT",0.144132653061224,4,"emotion_taste","Taste-Emotion",0.568356374807988,0.922897196261682,"between"
"1347","WANT","SALT",0.151248843663275,4,"emotion_taste","Taste-Emotion",0.992319508448541,0.822429906542056,"between"
"1348","TASTY","SALT",0.745124716553288,2,"taste","Taste",0.870967741935484,0.824766355140187,"within"
"1349","TASTE (SOMETHING)","SALT",0.824617346938775,2,"taste","Taste",0.910906298003072,0.992990654205608,"within"
"1350","SWEET","SALT",0.752763605442176,2,"taste","Taste",0.7357910906298,0.908878504672897,"within"
"1373","ANGER","SALTY",0.278061224489796,4,"emotion_taste","Taste-Emotion",0.600614439324117,0.535046728971963,"between"
"1374","ANXIETY","SALTY",0.192743764172335,4,"emotion_taste","Taste-Emotion",0.582181259600615,0.803738317757009,"between"
"1375","ENVY","SALTY",0.227253401360544,4,"emotion_taste","Taste-Emotion",0.685099846390169,0.904205607476636,"between"
"1376","FEAR (FRIGHT)","SALTY",0.15905057675244,4,"emotion_taste","Taste-Emotion",0.666666666666667,0.485981308411215,"between"
"1377","GLOOMY","SALTY",0.255102040816327,4,"emotion_taste","Taste-Emotion",0.700460829493088,0.855140186915888,"between"
"1378","GRIEF","SALTY",0.189662821650399,4,"emotion_taste","Taste-Emotion",0.574500768049155,0.764018691588785,"between"
"1379","HAPPY","SALTY",0.144557823129252,4,"emotion_taste","Taste-Emotion",0.482334869431643,0.507009345794393,"between"
"1380","HATE","SALTY",0.217759444203213,4,"emotion_taste","Taste-Emotion",0.517665130568357,0.457943925233645,"between"
"1381","HOPE","SALTY",0.0614370748299322,4,"emotion_taste","Taste-Emotion",0.634408602150538,0.684579439252336,"between"
"1382","JOY","SALTY",0.0964749536178109,4,"emotion_taste","Taste-Emotion",0.522273425499232,0.623831775700935,"between"
"1383","LOVE","SALTY",0.135416666666667,4,"emotion_taste","Taste-Emotion",0.554531490015361,0.66822429906542,"between"
"1384","PITY","SALTY",0.284580498866213,4,"emotion_taste","Taste-Emotion",0.705069124423963,0.969626168224299,"between"
"1385","PROUD","SALTY",0.145833333333333,4,"emotion_taste","Taste-Emotion",0.708141321044547,0.623831775700935,"between"
"1386","REGRET","SALTY",0.175595238095238,4,"emotion_taste","Taste-Emotion",0.740399385560676,0.775700934579439,"between"
"1387","SAD","SALTY",0.255102040816326,4,"emotion_taste","Taste-Emotion",0.539170506912443,0.894859813084112,"between"
"1388","SHAME","SALTY",0.226190476190476,4,"emotion_taste","Taste-Emotion",0.619047619047619,0.658878504672897,"between"
"1389","SURPRISED","SALTY",0.177377333912288,4,"emotion_taste","Taste-Emotion",0.774193548387097,0.530373831775701,"between"
"1390","WORRY","SALTY",0.114583333333333,4,"emotion_taste","Taste-Emotion",0.539170506912443,0.441588785046729,"between"
"1391","MERRY","SALTY",0.157719609582963,4,"emotion_taste","Taste-Emotion",0.67741935483871,0.852803738317757,"between"
"1392","DESIRE","SALTY",0.175807823129252,4,"emotion_taste","Taste-Emotion",0.700460829493088,0.47196261682243,"between"
"1393","GOOD","SALTY",0.229266174554928,4,"emotion_taste","Taste-Emotion",0.571428571428571,0.934579439252337,"between"
"1394","LIKE","SALTY",0.177083333333333,4,"emotion_taste","Taste-Emotion",0.640552995391705,0.892523364485981,"between"
"1395","BAD","SALTY",0.237457482993197,4,"emotion_taste","Taste-Emotion",0.714285714285714,0.785046728971962,"between"
"1396","WANT","SALTY",0.164753401360544,4,"emotion_taste","Taste-Emotion",0.861751152073733,0.684579439252336,"between"
"1397","TASTY","SALTY",0.803571428571428,2,"taste","Taste",0.725038402457757,0.686915887850467,"within"
"1398","TASTE (SOMETHING)","SALTY",0.824617346938775,2,"taste","Taste",0.764976958525346,0.855140186915888,"within"
"1399","SWEET","SALTY",0.862023070097604,2,"taste","Taste",0.589861751152074,0.953271028037383,"within"
"1400","SALT","SALTY",0.968055555555555,2,"taste","Taste",0.854070660522273,0.86214953271028,"within"
"1422","ANGER","SOUR",0.285714285714286,4,"emotion_taste","Taste-Emotion",0.77726574500768,0.771028037383178,"between"
"1423","ANXIETY","SOUR",0.230134607034303,4,"emotion_taste","Taste-Emotion",0.758832565284178,0.960280373831776,"between"
"1424","ENVY","SOUR",0.285714285714286,4,"emotion_taste","Taste-Emotion",0.861751152073733,0.859813084112149,"between"
"1425","FEAR (FRIGHT)","SOUR",0.207989578810247,4,"emotion_taste","Taste-Emotion",0.84331797235023,0.72196261682243,"between"
"1426","GLOOMY","SOUR",0.397959183673469,4,"emotion_taste","Taste-Emotion",0.877112135176651,0.619158878504673,"between"
"1427","GRIEF","SOUR",0.316326530612245,4,"emotion_taste","Taste-Emotion",0.751152073732719,1,"between"
"1428","HAPPY","SOUR",0.145833333333333,4,"emotion_taste","Taste-Emotion",0.30568356374808,0.742990654205608,"between"
"1429","HATE","SOUR",0.278061224489796,4,"emotion_taste","Taste-Emotion",0.69431643625192,0.69392523364486,"between"
"1430","HOPE","SOUR",0.0926870748299322,4,"emotion_taste","Taste-Emotion",0.457757296466974,0.920560747663551,"between"
"1431","JOY","SOUR",0.136524822695035,4,"emotion_taste","Taste-Emotion",0.345622119815668,0.85981308411215,"between"
"1432","LOVE","SOUR",0.102040816326531,4,"emotion_taste","Taste-Emotion",0.377880184331797,0.904205607476635,"between"
"1433","PITY","SOUR",0.256628787878788,4,"emotion_taste","Taste-Emotion",0.881720430107527,0.794392523364486,"between"
"1434","PROUD","SOUR",0.175807823129252,4,"emotion_taste","Taste-Emotion",0.531490015360983,0.85981308411215,"between"
"1435","REGRET","SOUR",0.23703231292517,4,"emotion_taste","Taste-Emotion",0.91705069124424,0.988317757009346,"between"
"1436","SAD","SOUR",0.28125,4,"emotion_taste","Taste-Emotion",0.715821812596006,0.658878504672897,"between"
"1437","SHAME","SOUR",0.204081632653062,4,"emotion_taste","Taste-Emotion",0.795698924731183,0.894859813084112,"between"
"1438","SURPRISED","SOUR",0.167923691215617,4,"emotion_taste","Taste-Emotion",0.597542242703533,0.766355140186916,"between"
"1439","WORRY","SOUR",0.247023809523809,4,"emotion_taste","Taste-Emotion",0.715821812596006,0.677570093457944,"between"
"1440","MERRY","SOUR",0.183673469387755,4,"emotion_taste","Taste-Emotion",0.500768049155146,0.911214953271028,"between"
"1441","DESIRE","SOUR",0.120265151515151,4,"emotion_taste","Taste-Emotion",0.523809523809524,0.707943925233645,"between"
"1442","GOOD","SOUR",0.250108554059922,4,"emotion_taste","Taste-Emotion",0.394777265745008,0.698598130841122,"between"
"1443","LIKE","SOUR",0.165603741496599,4,"emotion_taste","Taste-Emotion",0.463901689708141,0.871495327102804,"between"
"1444","BAD","SOUR",0.538033395176252,4,"emotion_taste","Taste-Emotion",0.890937019969278,0.978971962616823,"between"
"1445","WANT","SOUR",0.102891156462585,4,"emotion_taste","Taste-Emotion",0.685099846390169,0.920560747663551,"between"
"1446","TASTY","SOUR",0.694764862466726,2,"taste","Taste",0.548387096774194,0.922897196261682,"within"
"1447","TASTE (SOMETHING)","SOUR",0.775694444444444,2,"taste","Taste",0.588325652841782,0.908878504672897,"within"
"1448","SWEET","SOUR",0.877551020408163,2,"taste","Taste",0.41321044546851,0.810747663551402,"within"
"1449","SALT","SOUR",0.788598047914818,2,"taste","Taste",0.67741935483871,0.901869158878505,"within"
"1450","SALTY","SOUR",0.854537559704733,2,"taste","Taste",0.823348694316436,0.764018691588785,"within"
"1471","ANGER","BITTER",0.599600709849157,4,"emotion_taste","Taste-Emotion",0.82642089093702,0.698598130841122,"between"
"1472","ANXIETY","BITTER",0.484693877551021,4,"emotion_taste","Taste-Emotion",0.807987711213518,0.967289719626168,"between"
"1473","ENVY","BITTER",0.583333333333333,4,"emotion_taste","Taste-Emotion",0.910906298003072,0.932242990654206,"between"
"1474","FEAR (FRIGHT)","BITTER",0.371598639455783,4,"emotion_taste","Taste-Emotion",0.89247311827957,0.649532710280374,"between"
"1475","GLOOMY","BITTER",0.453443877551021,4,"emotion_taste","Taste-Emotion",0.926267281105991,0.691588785046729,"between"
"1476","GRIEF","BITTER",0.510204081632653,4,"emotion_taste","Taste-Emotion",0.800307219662058,0.927570093457944,"between"
"1477","HAPPY","BITTER",0.231382978723404,4,"emotion_taste","Taste-Emotion",0.25652841781874,0.670560747663551,"between"
"1478","HATE","BITTER",0.607780612244898,4,"emotion_taste","Taste-Emotion",0.74347158218126,0.621495327102804,"between"
"1479","HOPE","BITTER",0.23114463176575,4,"emotion_taste","Taste-Emotion",0.408602150537634,0.848130841121495,"between"
"1480","JOY","BITTER",0.210771276595745,4,"emotion_taste","Taste-Emotion",0.296466973886329,0.787383177570093,"between"
"1481","LOVE","BITTER",0.177811550151976,4,"emotion_taste","Taste-Emotion",0.328725038402458,0.831775700934579,"between"
"1482","PITY","BITTER",0.391581632653061,4,"emotion_taste","Taste-Emotion",0.930875576036866,0.866822429906542,"between"
"1483","PROUD","BITTER",0.285714285714286,4,"emotion_taste","Taste-Emotion",0.482334869431644,0.787383177570093,"between"
"1484","REGRET","BITTER",0.526147959183674,4,"emotion_taste","Taste-Emotion",0.966205837173579,0.939252336448598,"between"
"1485","SAD","BITTER",0.536139455782313,4,"emotion_taste","Taste-Emotion",0.764976958525346,0.731308411214953,"between"
"1486","SHAME","BITTER",0.458966565349544,4,"emotion_taste","Taste-Emotion",0.844854070660522,0.822429906542056,"between"
"1487","SURPRISED","BITTER",0.181159420289855,4,"emotion_taste","Taste-Emotion",0.548387096774194,0.69392523364486,"between"
"1488","WORRY","BITTER",0.418811002661934,4,"emotion_taste","Taste-Emotion",0.764976958525346,0.605140186915888,"between"
"1489","MERRY","BITTER",0.316267730496454,4,"emotion_taste","Taste-Emotion",0.451612903225806,0.983644859813084,"between"
"1490","DESIRE","BITTER",0.237882653061224,4,"emotion_taste","Taste-Emotion",0.474654377880184,0.635514018691589,"between"
"1491","GOOD","BITTER",0.206207482993197,4,"emotion_taste","Taste-Emotion",0.345622119815668,0.771028037383178,"between"
"1492","LIKE","BITTER",0.176943117672601,4,"emotion_taste","Taste-Emotion",0.414746543778802,0.94392523364486,"between"
"1493","BAD","BITTER",0.536777210884354,4,"emotion_taste","Taste-Emotion",0.940092165898618,0.948598130841121,"between"
"1494","WANT","BITTER",0.189318280503691,4,"emotion_taste","Taste-Emotion",0.63594470046083,0.848130841121495,"between"
"1495","TASTY","BITTER",0.587372448979592,2,"taste","Taste",0.499231950844854,0.850467289719626,"within"
"1496","TASTE (SOMETHING)","BITTER",0.704081632653061,2,"taste","Taste",0.539170506912443,0.981308411214953,"within"
"1497","SWEET","BITTER",0.672872340425532,2,"taste","Taste",0.364055299539171,0.883177570093458,"within"
"1498","SALT","BITTER",0.576955782312925,2,"taste","Taste",0.62826420890937,0.974299065420561,"within"
"1499","SALTY","BITTER",0.779059449866903,2,"taste","Taste",0.774193548387097,0.836448598130841,"within"
"1500","SOUR","BITTER",0.948979591836735,2,"taste","Taste",0.95084485407066,0.927570093457944,"within"
"1520","ANGER","SPICY",0.185586734693877,4,"emotion_taste","Taste-Emotion",0.41321044546851,0.836448598130841,"between"
"1521","ANXIETY","SPICY",0.231826241134752,4,"emotion_taste","Taste-Emotion",0.394777265745008,0.567757009345795,"between"
"1522","ENVY","SPICY",0.112244897959184,4,"emotion_taste","Taste-Emotion",0.497695852534562,0.467289719626168,"between"
"1523","FEAR (FRIGHT)","SPICY",0.163265306122449,4,"emotion_taste","Taste-Emotion",0.47926267281106,0.885514018691589,"between"
"1524","GLOOMY","SPICY",0.23114463176575,4,"emotion_taste","Taste-Emotion",0.513056835637481,0.226635514018692,"between"
"1525","GRIEF","SPICY",0.0738031914893617,4,"emotion_taste","Taste-Emotion",0.387096774193548,0.607476635514019,"between"
"1526","HAPPY","SPICY",0.216198979591837,4,"emotion_taste","Taste-Emotion",0.66973886328725,0.864485981308411,"between"
"1527","HATE","SPICY",0.191576086956522,4,"emotion_taste","Taste-Emotion",0.33026113671275,0.913551401869159,"between"
"1528","HOPE","SPICY",0.125,4,"emotion_taste","Taste-Emotion",0.821812596006144,0.686915887850467,"between"
"1529","JOY","SPICY",0.193877551020408,4,"emotion_taste","Taste-Emotion",0.709677419354839,0.747663551401869,"between"
"1530","LOVE","SPICY",0.158466312056738,4,"emotion_taste","Taste-Emotion",0.741935483870968,0.703271028037383,"between"
"1531","PITY","SPICY",0.165178571428572,4,"emotion_taste","Taste-Emotion",0.517665130568356,0.401869158878505,"between"
"1532","PROUD","SPICY",0.134353741496599,4,"emotion_taste","Taste-Emotion",0.895545314900154,0.747663551401869,"between"
"1533","REGRET","SPICY",0.122448979591837,4,"emotion_taste","Taste-Emotion",0.552995391705069,0.595794392523365,"between"
"1534","SAD","SPICY",0.114850195397308,4,"emotion_taste","Taste-Emotion",0.351766513056836,0.266355140186916,"between"
"1535","SHAME","SPICY",0.193877551020408,4,"emotion_taste","Taste-Emotion",0.431643625192012,0.712616822429907,"between"
"1536","SURPRISED","SPICY",0.193877551020408,4,"emotion_taste","Taste-Emotion",0.961597542242704,0.841121495327103,"between"
"1537","WORRY","SPICY",0.122448979591837,4,"emotion_taste","Taste-Emotion",0.351766513056836,0.929906542056075,"between"
"1538","MERRY","SPICY",0.183673469387755,4,"emotion_taste","Taste-Emotion",0.864823348694316,0.518691588785047,"between"
"1539","DESIRE","SPICY",0.216836734693877,4,"emotion_taste","Taste-Emotion",0.887864823348694,0.899532710280374,"between"
"1540","GOOD","SPICY",0.302431610942249,4,"emotion_taste","Taste-Emotion",0.758832565284178,0.30607476635514,"between"
